OG0004339: CAFRA.g5381.t1 CANGA.Cang_2012_03_13_00005.g399.t1 CBREN.CBN01020 CBRIG.CBG02720 CCAST.g5173.t1 CDOUG.g22128.t1 CELEG.T19H5.4a CJAPO.CJA11151 CKAMA.g4705.t1 CLATE.FL83_12743-RA CMONO.g19726.t1 CNOUR.g13621.t1 CPLIC.g11679.t1 CREMA.FL82_05895-RA CSINI.Csp5_scaffold_00438.g11377.t1 CSP21.g981.t1 CSP26.g20449.t1 CSP28.g12869.t1 CSP29.g6585.t1 CSP31.g27140.t1 CSP32.g14302.t1 CSP34.Sp34_20198210.t1 CSP38.g3009.t1 CSP39.g16337.t1 CSP40.g6196.t1 CTROP.Csp11.Scaffold629.g7914.t1 CVIRI.g7496.t1 DCORO.DCO_022139
OG0007284: CAFRA.g12037.t1 CANGA.Cang_2012_03_13_04881.g19185.t2 CBREN.CBN23799 CBRIG.CBG14987 CCAST.g17407.t1 CDOUG.g340.t1 CELEG.Y23H5A.5a CJAPO.CJA18888 CKAMA.g14949.t1 CLATE.FL83_13901-RB CMONO.g15288.t1 CNOUR.g8260.t1 CPLIC.g11035.t1 CREMA.FL82_12629-RA CSINI.Csp5_scaffold_00691.g14446.t1 CSP21.g4380.t1 CSP26.g17672.t1 CSP28.g5035.t1 CSP29.g16539.t1 CSP31.g8358.t1 CSP32.g17342.t1 CSP34.Sp34_10139020.t1 CSP38.g11197.t1 CSP39.g5316.t2 CSP40.g23509.t1 CTROP.Csp11.Scaffold627.g6829.t1 CVIRI.g4281.t1 DCORO.DCO_005443
OG0007290: CAFRA.g12077.t1 CANGA.Cang_2012_03_13_00026.g1560.t1 CBREN.CBN18182 CBRIG.CBG23430 CCAST.g16836.t1 CDOUG.g4189.t1 CELEG.F55C5.11 CJAPO.CJA14382 CKAMA.g4437.t1 CLATE.FL83_13022-RA CMONO.g890.t1 CNOUR.g1639.t1 CPLIC.g12072.t1 CREMA.FL82_11231-RA CSINI.Csp5_scaffold_00035.g1945.t2 CSP21.g5576.t1 CSP26.g5075.t1 CSP28.g11239.t1 CSP29.g12556.t1 CSP31.g10168.t1 CSP32.g14036.t1 CSP34.Sp34_50128800.t1 CSP38.g6080.t1 CSP39.g8239.t1 CSP40.g18147.t1 CTROP.Csp11.Scaffold629.g10417.t2 CVIRI.g8602.t1 DCORO.DCO_011497
OG0007293: CAFRA.g12214.t1 CANGA.Cang_2012_03_13_00199.g6831.t1 CBREN.CBN31812 CBRIG.CBG09298 CCAST.g15162.t1 CDOUG.g8979.t1 CELEG.C04E6.7 CJAPO.CJA42697 CKAMA.g7140.t1 CLATE.FL83_22330-RA CMONO.g16281.t1 CNOUR.g20787.t1 CPLIC.g1181.t1 CREMA.FL82_15536-RA CSINI.Csp5_scaffold_00681.g14359.t1 CSP21.g14338.t1 CSP26.g892.t1 CSP28.g6064.t1 CSP29.g19123.t1 CSP31.g9248.t1 CSP32.g10835.t1 CSP34.Sp34_50202900.t1 CSP38.g2013.t1 CSP39.g4289.t1 CSP40.g24568.t1 CTROP.Csp11.Scaffold599.g5380.t1 CVIRI.g4256.t1 DCORO.DCO_019577
OG0007299: CAFRA.g12356.t1 CANGA.Cang_2012_03_13_00009.g764.t1 CBREN.CBN24270 CBRIG.CBG09536 CCAST.g17017.t1 CDOUG.g4371.t1 CELEG.C51E3.7a CJAPO.CJA08350 CKAMA.g648.t1 CLATE.FL83_07725-RA CMONO.g5020.t1 CNOUR.g4197.t1 CPLIC.g3119.t1 CREMA.FL82_15910-RA CSINI.Csp5_scaffold_00100.g4269.t2 CSP21.g15347.t1 CSP26.g19442.t1 CSP28.g5756.t1 CSP29.g18818.t1 CSP31.g1046.t1 CSP32.g10658.t1 CSP34.Sp34_50281910.t1 CSP38.g3985.t1 CSP39.g27840.t1 CSP40.g16307.t1 CTROP.Csp11.Scaffold630.g21030.t1 CVIRI.g7138.t1 DCORO.DCO_006573
OG0007302: CAFRA.g12455.t1 CANGA.Cang_2012_03_13_00726.g13725.t1 CBREN.CBN15138 CBRIG.CBG03086 CCAST.g17318.t1 CDOUG.g5408.t1 CELEG.F59B10.2 CJAPO.CJA05361a CKAMA.g7638.t1 CLATE.FL83_23408-RA CMONO.g16240.t1 CNOUR.g13535.t1 CPLIC.g8303.t1 CREMA.FL82_05426-RA CSINI.Csp5_scaffold_00141.g5479.t1 CSP21.g783.t1 CSP26.g10506.t1 CSP28.g1871.t1 CSP29.g13387.t1 CSP31.g14931.t1 CSP32.g15568.t1 CSP34.Sp34_20286700.t1 CSP38.g9673.t1 CSP39.g19304.t1 CSP40.g17363.t1 CTROP.Csp11.Scaffold629.g8962.t2 CVIRI.g2647.t1 DCORO.DCO_010509
OG0007304: CAFRA.g12469.t1 CANGA.Cang_2012_03_13_00075.g3521.t1 CBREN.CBN05408 CBRIG.CBG06172 CCAST.g6770.t1 CDOUG.g8958.t1 CELEG.H01G02.1a CJAPO.CJA05037 CKAMA.g14180.t1 CLATE.FL83_04919-RA CMONO.g5831.t1 CNOUR.g4022.t1 CPLIC.g9059.t1 CREMA.FL82_03820-RA CSINI.Csp5_scaffold_00015.g951.t1 CSP21.g1527.t1 CSP26.g5320.t1 CSP28.g9243.t1 CSP29.g3625.t1 CSP31.g19535.t1 CSP32.g10146.t1 CSP34.Sp34_40230210.t1 CSP38.g21944.t1 CSP39.g10270.t1 CSP40.g715.t1 CTROP.Csp11.Scaffold629.g15620.t1 CVIRI.g68.t1 DCORO.DCO_031569
OG0007305: CAFRA.g12494.t1 CANGA.Cang_2012_03_13_00688.g13446.t1 CBREN.CBN01807 CBRIG.CBG06199 CCAST.g5802.t1 CDOUG.g8932.t1 CELEG.ZK829.4.1 CJAPO.CJA12511 CKAMA.g9066.t1 CLATE.FL83_04888-RA CMONO.g18782.t1 CNOUR.g4047.t1 CPLIC.g7415.t1 CREMA.FL82_03799-RA CSINI.Csp5_scaffold_00015.g985.t1 CSP21.g12742.t1 CSP26.g13470.t1 CSP28.g9268.t1 CSP29.g3648.t1 CSP31.g6477.t1 CSP32.g10118.t1 CSP34.Sp34_40234610.t1 CSP38.g4477.t1 CSP39.g14355.t1 CSP40.g17595.t1 CTROP.Csp11.Scaffold629.g15590.t1 CVIRI.g84.t1 DCORO.DCO_008635
OG0007311: CAFRA.g12538.t1 CANGA.Cang_2012_03_13_00441.g10893.t1 CBREN.CBN09501 CBRIG.CBG09108 CCAST.g15746.t1 CDOUG.g13534.t1 CELEG.C56G2.1a CJAPO.CJA17733 CKAMA.g4602.t1 CLATE.FL83_08901-RA CMONO.g11792.t1 CNOUR.g14826.t1 CPLIC.g8506.t1 CREMA.FL82_24439-RA CSINI.Csp5_scaffold_00408.g10928.t1 CSP21.g4855.t1 CSP26.g13501.t1 CSP28.g16668.t1 CSP29.g9637.t1 CSP31.g13411.t1 CSP32.g10395.t1 CSP34.Sp34_30165500.t1 CSP38.g6734.t1 CSP39.g27597.t1 CSP40.g11305.t1 CTROP.Csp11.Scaffold629.g16092.t1 CVIRI.g3278.t1 DCORO.DCO_003843
OG0007314: CAFRA.g12574.t1 CANGA.Cang_2012_03_13_00345.g9513.t1 CBREN.CBN19090 CBRIG.CBG14746 CCAST.g6457.t1 CDOUG.g5572.t1 CELEG.C54H2.3 CJAPO.CJA05447 CKAMA.g3582.t1 CLATE.FL83_00467-RA CMONO.g9546.t1 CNOUR.g13212.t1 CPLIC.g13842.t1 CREMA.FL82_01818-RA CSINI.Csp5_scaffold_00027.g1554.t1 CSP21.g8762.t1 CSP26.g7762.t1 CSP28.g10536.t1 CSP29.g3938.t1 CSP31.g16017.t1 CSP32.g170.t1 CSP34.Sp34_X0234800.t1 CSP38.g10425.t1 CSP39.g7949.t1 CSP40.g17622.t1 CTROP.Csp11.Scaffold626.g6572.t2 CVIRI.g2604.t1 DCORO.DCO_021403
OG0007315: CAFRA.g12579.t1 CANGA.Cang_2012_03_13_00024.g1468.t1 CBREN.CBN00983 CBRIG.CBG14733 CCAST.g17214.t1 CDOUG.g5578.t1 CELEG.W01C8.5a CJAPO.CJA09995b CKAMA.g14064.t1 CLATE.FL83_00473-RA CMONO.g3146.t2 CNOUR.g13206.t2 CPLIC.g10987.t1 CREMA.FL82_01240-RA CSINI.Csp5_scaffold_00027.g1540.t1 CSP21.g15445.t1 CSP26.g7756.t1 CSP28.g10530.t1 CSP29.g3933.t1 CSP31.g16011.t1 CSP32.g165.t1 CSP34.Sp34_X0235400.t1 CSP38.g9452.t1 CSP39.g7943.t1 CSP40.g17628.t1 CTROP.Csp11.Scaffold626.g6588.t1 CVIRI.g2598.t1 DCORO.DCO_009091
OG0007316: CAFRA.g12584.t1 CANGA.Cang_2012_03_13_00239.g7649.t1 CBREN.CBN13341 CBRIG.CBG14721 CCAST.g581.t1 CDOUG.g18680.t1 CELEG.T22B7.1a CJAPO.CJA05617 CKAMA.g14067.t1 CLATE.FL83_00476-RA CMONO.g3144.t1 CNOUR.g13201.t3 CPLIC.g9163.t1 CREMA.FL82_01237-RA CSINI.Csp5_scaffold_00811.g15692.t1 CSP21.g15444.t1 CSP26.g756.t1 CSP28.g10527.t1 CSP29.g3929.t1 CSP31.g16005.t1 CSP32.g161.t1 CSP34.Sp34_X0235900.t1 CSP38.g13033.t1 CSP39.g7940.t1 CSP40.g17631.t1 CTROP.Csp11.Scaffold626.g6592.t1 CVIRI.g3342.t1 DCORO.DCO_007779
OG0007319: CAFRA.g12725.t1 CANGA.Cang_2012_03_13_01066.g15554.t1 CBREN.CBN04237 CBRIG.CBG08034 CCAST.g16869.t1 CDOUG.g11303.t1 CELEG.Y87G2A.4 CJAPO.CJA01720 CKAMA.g8621.t1 CLATE.FL83_21350-RA CMONO.g1125.t1 CNOUR.g18174.t1 CPLIC.g14299.t1 CREMA.FL82_13160-RA CSINI.Csp5_scaffold_03803.g31287.t1 CSP21.g13608.t1 CSP26.g19248.t1 CSP28.g8620.t1 CSP29.g9038.t1 CSP31.g12484.t1 CSP32.g7531.t1 CSP34.Sp34_10014500.t1 CSP38.g14275.t1 CSP39.g20898.t1 CSP40.g7317.t1 CTROP.Csp11.Scaffold630.g20996.t1 CVIRI.g8181.t1 DCORO.DCO_019925
OG0007334: CAFRA.g12925.t1 CANGA.Cang_2012_03_13_00786.g14142.t1 CBREN.CBN29181 CBRIG.CBG23471 CCAST.g2695.t1 CDOUG.g21122.t1 CELEG.K01D12.4b CJAPO.CJA08766a CKAMA.g6666.t1 CLATE.FL83_12995-RA CMONO.g17804.t1 CNOUR.g20693.t1 CPLIC.g1579.t1 CREMA.FL82_11200-RA CSINI.Csp5_scaffold_01601.g21988.t1 CSP21.g78.t1 CSP26.g18899.t1 CSP28.g6140.t1 CSP29.g19207.t1 CSP31.g23668.t1 CSP32.g433.t1 CSP34.Sp34_50170410.t1 CSP38.g12313.t1 CSP39.g1990.t1 CSP40.g18418.t1 CTROP.Csp11.Scaffold575.g4438.t1 CVIRI.g4237.t1 DCORO.DCO_011507
OG0007335: CAFRA.g12951.t1 CANGA.Cang_2012_03_13_00118.g4862.t1 CBREN.CBN30278 CBRIG.CBG13181 CCAST.g18522.t1 CDOUG.g28092.t1 CELEG.W09D6.5 CJAPO.CJA02888 CKAMA.g8693.t1 CLATE.FL83_18201-RA CMONO.g16845.t1 CNOUR.g13989.t1 CPLIC.g12959.t1 CREMA.FL82_09737-RA CSINI.Csp5_scaffold_00150.g5719.t1 CSP21.g13299.t1 CSP26.g8883.t1 CSP28.g8361.t1 CSP29.g20240.t1 CSP31.g21006.t1 CSP32.g10676.t1 CSP34.Sp34_30096210.t1 CSP38.g5697.t1 CSP39.g19336.t1 CSP40.g10061.t1 CTROP.Csp11.Scaffold596.g5299.t1 CVIRI.g5570.t1 DCORO.DCO_015949
OG0007340: CAFRA.g13114.t1 CANGA.Cang_2012_03_13_00204.g6941.t1 CBREN.CBN13512 CBRIG.CBG12349 CCAST.g3347.t1 CDOUG.g24254.t1 CELEG.C36B1.4.1 CJAPO.CJA36753 CKAMA.g10050.t1 CLATE.FL83_05058-RA CMONO.g15478.t1 CNOUR.g1992.t1 CPLIC.g7788.t1 CREMA.FL82_15625-RA CSINI.Csp5_scaffold_00281.g8632.t1 CSP21.g14490.t1 CSP26.g10163.t1 CSP28.g6882.t1 CSP29.g18466.t1 CSP31.g7748.t1 CSP32.g988.t1 CSP34.Sp34_10247020.t1 CSP38.g8729.t1 CSP39.g22113.t1 CSP40.g24262.t1 CTROP.Csp11.Scaffold630.g20521.t1 CVIRI.g4368.t1 DCORO.DCO_018411
OG0007342: CAFRA.g13154.t1 CANGA.Cang_2012_03_13_00386.g10109.t1 CBREN.CBN19791 CBRIG.CBG15716 CCAST.g6578.t1 CDOUG.g8533.t1 CELEG.Y50D7A.7 CJAPO.CJA15078 CKAMA.g2187.t1 CLATE.FL83_18650-RA CMONO.g14401.t1 CNOUR.g1691.t1 CPLIC.g8863.t1 CREMA.FL82_11547-RA CSINI.Csp5_scaffold_01937.g23967.t1 CSP21.g4259.t1 CSP26.g13017.t1 CSP28.g7308.t1 CSP29.g669.t1 CSP31.g2547.t1 CSP32.g9685.t1 CSP34.Sp34_30326100.t1 CSP38.g4407.t1 CSP39.g8598.t2 CSP40.g10729.t1 CTROP.Csp11.Scaffold630.g16745.t1 CVIRI.g6473.t1 DCORO.DCO_007443
OG0007343: CAFRA.g13168.t1 CANGA.Cang_2012_03_13_00161.g5958.t1 CBREN.CBN29255 CBRIG.CBG08406 CCAST.g16077.t1 CDOUG.g10683.t1 CELEG.K07A9.2 CJAPO.CJA08075a CKAMA.g15359.t1 CLATE.FL83_15674-RA CMONO.g840.t1 CNOUR.g12062.t1 CPLIC.g4971.t1 CREMA.FL82_07558-RA CSINI.Csp5_scaffold_05235.g34634.t2 CSP21.g14323.t1 CSP26.g21055.t1 CSP28.g9222.t1 CSP29.g3602.t1 CSP31.g5430.t1 CSP32.g15596.t1 CSP34.Sp34_40042300.t1 CSP38.g19644.t1 CSP39.g2791.t1 CSP40.g16205.t1 CTROP.Csp11.Scaffold629.g10714.t1 CVIRI.g11951.t1 DCORO.DCO_014627
OG0007349: CAFRA.g13318.t1 CANGA.Cang_2012_03_13_00190.g6631.t1 CBREN.CBN09571 CBRIG.CBG01718 CCAST.g2028.t1 CDOUG.g8140.t1 CELEG.F29B9.8.1 CJAPO.CJA16002 CKAMA.g4389.t1 CLATE.FL83_16069-RA CMONO.g2595.t1 CNOUR.g19940.t1 CPLIC.g1168.t1 CREMA.FL82_03461-RA CSINI.Csp5_scaffold_00085.g3797.t1 CSP21.g7535.t1 CSP26.g13750.t1 CSP28.g12184.t1 CSP29.g3097.t1 CSP31.g21578.t1 CSP32.g14506.t1 CSP34.Sp34_40126400.t1 CSP38.g17896.t1 CSP39.g3098.t1 CSP40.g12815.t1 CTROP.Csp11.Scaffold589.g4978.t1 CVIRI.g771.t1 DCORO.DCO_013751
OG0007350: CAFRA.g13340.t1 CANGA.Cang_2012_03_13_00871.g14665.t1 CBREN.CBN05226 CBRIG.CBG01691 CCAST.g2019.t1 CDOUG.g11007.t1 CELEG.R08C7.3.1 CJAPO.CJA19085 CKAMA.g4405.t1 CLATE.FL83_19289-RA CMONO.g19806.t1 CNOUR.g19965.t1 CPLIC.g4284.t1 CREMA.FL82_03437-RA CSINI.Csp5_scaffold_00099.g4239.t1 CSP21.g14554.t1 CSP26.g21227.t1 CSP28.g12202.t1 CSP29.g3118.t1 CSP31.g26004.t1 CSP32.g14528.t1 CSP34.Sp34_40123300.t1 CSP38.g20953.t1 CSP39.g5358.t1 CSP40.g12790.t1 CTROP.Csp11.Scaffold589.g4954.t1 CVIRI.g3500.t1 DCORO.DCO_023103
OG0007351: CAFRA.g13341.t1 CANGA.Cang_2012_03_13_00871.g14667.t2 CBREN.CBN21884 CBRIG.CBG01690 CCAST.g2018.t1 CDOUG.g11006.t1 CELEG.R08C7.2a CJAPO.CJA12149 CKAMA.g4406.t1 CLATE.FL83_19288-RA CMONO.g19807.t1 CNOUR.g19966.t1 CPLIC.g4285.t1 CREMA.FL82_03436-RA CSINI.Csp5_scaffold_00099.g4238.t2 CSP21.g6347.t1 CSP26.g21226.t1 CSP28.g12203.t1 CSP29.g3119.t1 CSP31.g26005.t1 CSP32.g14529.t1 CSP34.Sp34_40123200.t1 CSP38.g20952.t1 CSP39.g5359.t1 CSP40.g12789.t1 CTROP.Csp11.Scaffold589.g4953.t1 CVIRI.g3501.t1 DCORO.DCO_009399
OG0007352: CAFRA.g13343.t1 CANGA.Cang_2012_03_13_00009.g711.t1 CBREN.CBN11156 CBRIG.CBG01687 CCAST.g19543.t1 CDOUG.g11004.t1 CELEG.M01H9.2 CJAPO.CJA12526 CKAMA.g4408.t1 CLATE.FL83_19286-RA CMONO.g1956.t1 CNOUR.g19969.t1 CPLIC.g4279.t1 CREMA.FL82_03434-RA CSINI.Csp5_scaffold_00099.g4235.t1 CSP21.g7767.t1 CSP26.g21224.t1 CSP28.g12206.t1 CSP29.g3122.t1 CSP31.g26007.t1 CSP32.g14532.t1 CSP34.Sp34_40123020.t1 CSP38.g19651.t1 CSP39.g816.t1 CSP40.g12787.t1 CTROP.Csp11.Scaffold589.g4952.t2 CVIRI.g3676.t1 DCORO.DCO_014819
OG0007353: CAFRA.g13366.t1 CANGA.Cang_2012_03_13_00535.g11953.t1 CBREN.CBN03603 CBRIG.CBG02361 CCAST.g8740.t1 CDOUG.g17566.t1 CELEG.C54A12.4.1 CJAPO.CJA11189 CKAMA.g4878.t1 CLATE.FL83_06023-RA CMONO.g3733.t1 CNOUR.g15274.t1 CPLIC.g3269.t1 CREMA.FL82_11919-RA CSINI.Csp5_scaffold_06235.g36262.t1 CSP21.g2950.t1 CSP26.g11802.t1 CSP28.g14560.t1 CSP29.g12740.t1 CSP31.g11655.t1 CSP32.g1099.t1 CSP34.Sp34_20099300.t1 CSP38.g17974.t1 CSP39.g4694.t1 CSP40.g7193.t1 CTROP.Csp11.Scaffold629.g11480.t1 CVIRI.g10953.t1 DCORO.DCO_023647
OG0007354: CAFRA.g13367.t1 CANGA.Cang_2012_03_13_00230.g7464.t1 CBREN.CBN10892 CBRIG.CBG02363 CCAST.g8738.t1 CDOUG.g17567.t1 CELEG.ZK622.3b.1 CJAPO.CJA07932 CKAMA.g4838.t1 CLATE.FL83_06024-RA CMONO.g3735.t1 CNOUR.g15273.t1 CPLIC.g3251.t1 CREMA.FL82_11920-RA CSINI.Csp5_scaffold_01891.g23737.t1 CSP21.g7170.t1 CSP26.g11801.t1 CSP28.g14561.t1 CSP29.g12741.t1 CSP31.g21318.t1 CSP32.g3621.t1 CSP34.Sp34_20099500.t1 CSP38.g17976.t2 CSP39.g4693.t1 CSP40.g7192.t1 CTROP.Csp11.Scaffold630.g21423.t1 CVIRI.g9486.t1 DCORO.DCO_010277
OG0007355: CAFRA.g13391.t1 CANGA.Cang_2012_03_13_15488.g25055.t1 CBREN.CBN12267 CBRIG.CBG06997 CCAST.g8133.t1 CDOUG.g15777.t1 CELEG.C23H3.2a.1 CJAPO.CJA12461b CKAMA.g4965.t1 CLATE.FL83_23124-RA CMONO.g19710.t1 CNOUR.g10299.t1 CPLIC.g3249.t2 CREMA.FL82_05117-RA CSINI.Csp5_scaffold_01481.g21184.t2 CSP21.g5667.t1 CSP26.g16552.t1 CSP28.g13109.t1 CSP29.g7794.t1 CSP31.g25653.t1 CSP32.g854.t1 CSP34.Sp34_20007000.t1 CSP38.g16104.t1 CSP39.g17113.t1 CSP40.g22558.t1 CTROP.Csp11.Scaffold605.g5566.t1 CVIRI.g11267.t1 DCORO.DCO_013173
OG0007356: CAFRA.g13397.t1 CANGA.Cang_2012_03_13_00458.g11084.t1 CBREN.CBN21887 CBRIG.CBG06970 CCAST.g4721.t1 CDOUG.g10089.t1 CELEG.T01D1.4a CJAPO.CJA11196 CKAMA.g4989.t1 CLATE.FL83_05853-RA CMONO.g12241.t1 CNOUR.g10291.t1 CPLIC.g2724.t1 CREMA.FL82_05090-RA CSINI.Csp5_scaffold_00305.g9084.t1 CSP21.g387.t1 CSP26.g17299.t1 CSP28.g13117.t1 CSP29.g7789.t1 CSP31.g25599.t1 CSP32.g858.t1 CSP34.Sp34_20003620.t1 CSP38.g167.t1 CSP39.g12859.t1 CSP40.g22529.t1 CTROP.Csp11.Scaffold605.g5592.t1 CVIRI.g886.t1 DCORO.DCO_020317
OG0007358: CAFRA.g13402.t1 CANGA.Cang_2012_03_13_00001.g30.t2 CBREN.CBN10982 CBRIG.CBG06966 CCAST.g4706.t1 CDOUG.g10093.t1 CELEG.F48A11.1c CJAPO.CJA03504 CKAMA.g4992.t1 CLATE.FL83_05860-RA CMONO.g13662.t1 CNOUR.g10295.t1 CPLIC.g8596.t1 CREMA.FL82_05103-RA CSINI.Csp5_scaffold_00305.g9077.t1 CSP21.g1331.t1 CSP26.g17294.t1 CSP28.g13115.t1 CSP29.g7792.t1 CSP31.g25655.t1 CSP32.g863.t1 CSP34.Sp34_20003200.t1 CSP38.g7344.t1 CSP39.g2704.t1 CSP40.g22524.t1 CTROP.Csp11.Scaffold605.g5595.t1 CVIRI.g15642.t1 DCORO.DCO_002527
OG0007363: CAFRA.g13592.t1 CANGA.Cang_2012_03_13_00098.g4279.t1 CBREN.CBN06633 CBRIG.CBG09067 CCAST.g13080.t1 CDOUG.g21779.t1 CELEG.F01F1.4 CJAPO.CJA24317 CKAMA.g4528.t1 CLATE.FL83_19834-RA CMONO.g12780.t1 CNOUR.g2663.t1 CPLIC.g12025.t1 CREMA.FL82_16845-RA CSINI.Csp5_scaffold_02420.g26409.t1 CSP21.g14514.t1 CSP26.g5031.t1 CSP28.g4985.t1 CSP29.g2413.t1 CSP31.g20230.t1 CSP32.g13392.t1 CSP34.Sp34_30141600.t1 CSP38.g3165.t1 CSP39.g3572.t1 CSP40.g21824.t1 CTROP.Csp11.Scaffold546.g3470.t1 CVIRI.g2096.t1 DCORO.DCO_011321
OG0007366: CAFRA.g13662.t1 CANGA.Cang_2012_03_13_00106.g4492.t2 CBREN.CBN29883 CBRIG.CBG01527 CCAST.g356.t2 CDOUG.g19664.t1 CELEG.ZK994.6 CJAPO.CJA18777 CKAMA.g19063.t1 CLATE.FL83_17019-RA CMONO.g173.t1 CNOUR.g5677.t1 CPLIC.g12544.t1 CREMA.FL82_08766-RA CSINI.Csp5_scaffold_00220.g7335.t1 CSP21.g1146.t1 CSP26.g3070.t1 CSP28.g6509.t1 CSP29.g21070.t1 CSP31.g26200.t1 CSP32.g1085.t1 CSP34.Sp34_50114300.t1 CSP38.g1535.t1 CSP39.g7382.t1 CSP40.g2855.t1 CTROP.Csp11.Scaffold630.g22301.t1 CVIRI.g7357.t1 DCORO.DCO_022371
OG0007370: CAFRA.g13701.t1 CANGA.Cang_2012_03_13_00276.g8326.t1 CBREN.CBN18786 CBRIG.CBG08832 CCAST.g10318.t1 CDOUG.g14605.t1 CELEG.R02F11.1 CJAPO.CJA15634 CKAMA.g6260.t1 CLATE.FL83_05277-RA CMONO.g2876.t1 CNOUR.g17621.t1 CPLIC.g6209.t1 CREMA.FL82_13546-RA CSINI.Csp5_scaffold_02168.g25206.t1 CSP21.g13273.t1 CSP26.g8682.t1 CSP28.g16526.t1 CSP29.g21111.t1 CSP31.g26242.t1 CSP32.g5268.t1 CSP34.Sp34_50080400.t1 CSP38.g16972.t1 CSP39.g21508.t1 CSP40.g23542.t1 CTROP.Csp11.Scaffold630.g18443.t1 CVIRI.g3168.t1 DCORO.DCO_023489
OG0007373: CAFRA.g13764.t1 CANGA.Cang_2012_03_13_00712.g13619.t1 CBREN.CBN10296 CBRIG.CBG17994 CCAST.g3781.t1 CDOUG.g5129.t1 CELEG.B0393.1.1 CJAPO.CJA07876 CKAMA.g7002.t1 CLATE.FL83_22467-RA CMONO.g18123.t1 CNOUR.g901.t1 CPLIC.g14353.t1 CREMA.FL82_10013-RA CSINI.Csp5_scaffold_00221.g7370.t1 CSP21.g11115.t1 CSP26.g1595.t1 CSP28.g3561.t1 CSP29.g20672.t1 CSP31.g20285.t1 CSP32.g12893.t1 CSP34.Sp34_30064700.t1 CSP38.g18591.t1 CSP39.g28188.t1 CSP40.g1242.t1 CTROP.Csp11.Scaffold478.g1798.t1 CVIRI.g10757.t1 DCORO.DCO_017567
OG0007380: CAFRA.g13893.t1 CANGA.Cang_2012_03_13_00035.g1975.t1 CBREN.CBN04043 CBRIG.CBG14525 CCAST.g18858.t1 CDOUG.g3404.t1 CELEG.K02G10.7b CJAPO.CJA14983a CKAMA.g3165.t1 CLATE.FL83_00623-RA CMONO.g16411.t1 CNOUR.g10703.t1 CPLIC.g6743.t1 CREMA.FL82_01078-RA CSINI.Csp5_scaffold_00053.g2692.t2 CSP21.g5283.t1 CSP26.g22004.t1 CSP28.g9823.t1 CSP29.g11532.t1 CSP31.g19133.t1 CSP32.g8407.t1 CSP34.Sp34_X0251500.t1 CSP38.g13015.t1 CSP39.g26696.t1 CSP40.g12424.t1 CTROP.Csp11.Scaffold622.g6291.t1 CVIRI.g13994.t1 DCORO.DCO_016155
OG0007381: CAFRA.g13895.t1 CANGA.Cang_2012_03_13_00035.g1978.t1 CBREN.CBN03979 CBRIG.CBG14527 CCAST.g18855.t1 CDOUG.g3402.t1 CELEG.K02G10.8b CJAPO.CJA16565 CKAMA.g3167.t1 CLATE.FL83_00621-RA CMONO.g5475.t1 CNOUR.g10701.t1 CPLIC.g6745.t1 CREMA.FL82_01080-RA CSINI.Csp5_scaffold_00053.g2689.t1 CSP21.g6367.t1 CSP26.g22002.t2 CSP28.g9821.t1 CSP29.g11534.t1 CSP31.g19131.t1 CSP32.g8405.t1 CSP34.Sp34_X0251300.t1 CSP38.g13018.t1 CSP39.g26698.t1 CSP40.g12422.t1 CTROP.Csp11.Scaffold622.g6293.t1 CVIRI.g13996.t1 DCORO.DCO_018509
OG0007382: CAFRA.g13899.t1 CANGA.Cang_2012_03_13_00035.g1984.t1 CBREN.CBN25040 CBRIG.CBG14531 CCAST.g372.t1 CDOUG.g3398.t1 CELEG.F55D10.5 CJAPO.CJA07777 CKAMA.g3170.t1 CLATE.FL83_00618-RA CMONO.g10633.t1 CNOUR.g10697.t1 CPLIC.g168.t1 CREMA.FL82_01084-RA CSINI.Csp5_scaffold_00053.g2685.t1 CSP21.g7227.t3 CSP26.g21999.t1 CSP28.g9816.t1 CSP29.g11536.t1 CSP31.g23401.t1 CSP32.g8401.t1 CSP34.Sp34_X0250900.t1 CSP38.g13021.t4 CSP39.g26702.t2 CSP40.g12418.t1 CTROP.Csp11.Scaffold622.g6297.t1 CVIRI.g13937.t1 DCORO.DCO_026265
OG0007384: CAFRA.g13965.t1 CANGA.Cang_2012_03_13_00689.g13459.t1 CBREN.CBN25272 CBRIG.CBG11211 CCAST.g4753.t1 CDOUG.g853.t1 CELEG.ZK1127.5 CJAPO.CJA01484 CKAMA.g1958.t1 CLATE.FL83_16968-RA CMONO.g930.t1 CNOUR.g7297.t1 CPLIC.g9542.t1 CREMA.FL82_12310-RA CSINI.Csp5_scaffold_00302.g9033.t2 CSP21.g10514.t1 CSP26.g4418.t1 CSP28.g15449.t1 CSP29.g7112.t1 CSP31.g6306.t1 CSP32.g10013.t1 CSP34.Sp34_20264620.t1 CSP38.g21357.t1 CSP39.g8915.t1 CSP40.g8415.t1 CTROP.Csp11.Scaffold629.g12141.t1 CVIRI.g2965.t1 DCORO.DCO_013597
